288.000000 149.000000 "0"
288.000000 129.000000 "1"
270.000000 133.000000 "2"
256.000000 141.000000 "3"
256.000000 157.000000 "4"
246.000000 157.000000 "5"
236.000000 169.000000 "6"
228.000000 169.000000 "7"
228.000000 161.000000 "8"
220.000000 169.000000 "9"
212.000000 169.000000 "10"
204.000000 169.000000 "11"
196.000000 169.000000 "12"
188.000000 169.000000 "13"
196.000000 161.000000 "14"
188.000000 145.000000 "15"
172.000000 145.000000 "16"
164.000000 145.000000 "17"
156.000000 145.000000 "18"
148.000000 145.000000 "19"
140.000000 145.000000 "20"
148.000000 169.000000 "21"
164.000000 169.000000 "22"
172.000000 169.000000 "23"
156.000000 169.000000 "24"
140.000000 169.000000 "25"
132.000000 169.000000 "26"
124.000000 169.000000 "27"
116.000000 161.000000 "28"
104.000000 153.000000 "29"
104.000000 161.000000 "30"
104.000000 169.000000 "31"
90.000000 165.000000 "32"
80.000000 157.000000 "33"
64.000000 157.000000 "34"
64.000000 165.000000 "35"
56.000000 169.000000 "36"
56.000000 161.000000 "37"
56.000000 153.000000 "38"
56.000000 145.000000 "39"
56.000000 137.000000 "40"
56.000000 129.000000 "41"
56.000000 121.000000 "42"
40.000000 121.000000 "43"
40.000000 129.000000 "44"
40.000000 137.000000 "45"
40.000000 145.000000 "46"
40.000000 153.000000 "47"
40.000000 161.000000 "48"
40.000000 169.000000 "49"
32.000000 169.000000 "50"
32.000000 161.000000 "51"
32.000000 153.000000 "52"
32.000000 145.000000 "53"
32.000000 137.000000 "54"
32.000000 129.000000 "55"
32.000000 121.000000 "56"
32.000000 113.000000 "57"
40.000000 113.000000 "58"
56.000000 113.000000 "59"
56.000000 105.000000 "60"
48.000000 99.000000 "61"
40.000000 99.000000 "62"
32.000000 97.000000 "63"
32.000000 89.000000 "64"
24.000000 89.000000 "65"
16.000000 97.000000 "66"
16.000000 109.000000 "67"
8.000000 109.000000 "68"
8.000000 97.000000 "69"
8.000000 89.000000 "70"
8.000000 81.000000 "71"
8.000000 73.000000 "72"
8.000000 65.000000 "73"
8.000000 57.000000 "74"
16.000000 57.000000 "75"
8.000000 49.000000 "76"
8.000000 41.000000 "77"
24.000000 45.000000 "78"
32.000000 41.000000 "79"
32.000000 49.000000 "80"
32.000000 57.000000 "81"
32.000000 65.000000 "82"
32.000000 73.000000 "83"
32.000000 81.000000 "84"
40.000000 83.000000 "85"
40.000000 73.000000 "86"
40.000000 63.000000 "87"
40.000000 51.000000 "88"
44.000000 43.000000 "89"
44.000000 35.000000 "90"
44.000000 27.000000 "91"
32.000000 25.000000 "92"
24.000000 25.000000 "93"
16.000000 25.000000 "94"
16.000000 17.000000 "95"
24.000000 17.000000 "96"
